from,to,phase_from,phase_to
LesionMap.MarkLesion,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,ContactSensor.CheckForce,Phase D,Phase D
ContactSensor.CheckForce,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,ContactSensor.CheckForce,Phase D,Phase D
ContactSensor.CheckForce,ContactSensor.CheckForce,Phase D,Phase D
ContactSensor.CheckForce,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,ContactSensor.CheckForce,Phase D,Phase D
ContactSensor.CheckForce,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,ContactSensor.CheckForce,Phase D,Phase D
ContactSensor.CheckForce,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,WaveformViewer.FinalCapture,Phase D,Phase E
WaveformViewer.FinalCapture,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,OutcomeTracker.ExportData,Phase E,Phase E
OutcomeTracker.ExportData,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,OutcomeTracker.ExportData,Phase E,Phase E
OutcomeTracker.ExportData,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,OutcomeTracker.ExportData,Phase E,Phase E
OutcomeTracker.ExportData,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ReportGenerator.FillFields,Phase E,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,SystemCheck.Shutdown,Phase F,Phase F
SystemCheck.Shutdown,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ProcedureSetup.ConfirmProtocol,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,ProcedureSetup.SelectProtocol,Phase A,Phase A
ProcedureSetup.SelectProtocol,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,CatheterConfig.SelectType,Phase A,Phase A
CatheterConfig.SelectType,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,CatheterConfig.SelectType,Phase A,Phase A
CatheterConfig.SelectType,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,AnatomyMap.SelectRegion,Phase A,Phase B
AnatomyMap.SelectRegion,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,AnatomyMap.ClearMark,Phase B,Phase B
AnatomyMap.ClearMark,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,Navigation.BackStep,Phase B,Phase B
Navigation.BackStep,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,SegmentationTool.Draw,Phase B,Phase B
SegmentationTool.Draw,SegmentationTool.Draw,Phase B,Phase B
SegmentationTool.Draw,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,Navigation.ForwardStep,Phase B,Phase B
Navigation.ForwardStep,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,Navigation.ForwardStep,Phase B,Phase B
Navigation.ForwardStep,EnergyControl.SetPower,Phase B,Phase C
EnergyControl.SetPower,LesionMap.MarkLesion,Phase C,Phase C
LesionMap.MarkLesion,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,WaveformViewer.Resume,Phase C,Phase C
WaveformViewer.Resume,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,WaveformViewer.Pause,Phase C,Phase C
WaveformViewer.Pause,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,WaveformViewer.Resume,Phase C,Phase C
WaveformViewer.Resume,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,WaveformViewer.Resume,Phase C,Phase C
WaveformViewer.Resume,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,LesionMap.MarkLesion,Phase C,Phase C
LesionMap.MarkLesion,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,LesionMap.MarkLesion,Phase C,Phase C
LesionMap.MarkLesion,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,WaveformViewer.Resume,Phase C,Phase C
WaveformViewer.Resume,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,OutcomeTracker.FlagAnomaly,Phase C,Phase D
OutcomeTracker.FlagAnomaly,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,LesionMap.ConfirmComplete,Phase D,Phase E
LesionMap.ConfirmComplete,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,OutcomeTracker.ExportData,Phase E,Phase E
OutcomeTracker.ExportData,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ReportGenerator.FillFields,Phase E,Phase F
ReportGenerator.FillFields,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,PatientRecord.Save,Phase F,Phase F
SystemCheck.RunDiagnostics,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,SystemCheck.Confirm,Phase A,Phase A
SystemCheck.Confirm,SystemCheck.Confirm,Phase A,Phase A
SystemCheck.Confirm,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,ProcedureSetup.SelectProtocol,Phase A,Phase A
ProcedureSetup.SelectProtocol,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,CatheterConfig.Confirm,Phase A,Phase A
CatheterConfig.Confirm,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,ProcedureSetup.SelectProtocol,Phase A,Phase A
ProcedureSetup.SelectProtocol,ImagingPanel.Rotate,Phase A,Phase B
ImagingPanel.Rotate,SegmentationTool.Draw,Phase B,Phase B
SegmentationTool.Draw,AnatomyMap.ClearMark,Phase B,Phase B
AnatomyMap.ClearMark,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,SegmentationTool.Erase,Phase B,Phase B
SegmentationTool.Erase,AnatomyMap.ClearMark,Phase B,Phase B
AnatomyMap.ClearMark,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,Navigation.BackStep,Phase B,Phase B
Navigation.BackStep,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,SegmentationTool.Erase,Phase B,Phase B
SegmentationTool.Erase,ImagingPanel.Rotate,Phase B,Phase B
